,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,15,15,,RT146,"사역동사가 have이며 O와  O.C가 능동일 때, O.C 자리에 오는 것을 고르시오.",사역동사가 have이며 O와  O.C가 능동일 때,, O.C 자리에 오는 것을 고르시오.,,동사원형,toⓥ,p.p,동사의 과거형,,,,,,,,,,,,,,,
Syntax Build-Up,15,15,,RT146,"사역동사 make가 왔을 때, O와 O.C가 능동일때 O.C자리에 오는 것을 고르시오",사역동사 make가 왔을 때,, O와 O.C가 능동일때 O.C자리에 오는 것을 고르시오,,동사원형,toⓥ,p.p,동사의 과거형,,,,,,,,,,,,,,,
Syntax Build-Up,16,16,T98,rt 새로 만들어야함.,see의 3단 변화형 중 과거분사형에 해당하는 것은?,seen,sow,sew,saw,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,16,16,T101,rt 새로 만들어야함.,come의 3단 변화형 중 과거분사형에 해당하는 것은?,come,came,cume,comed,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,20,20,,RT193,"다음 동사들 중, O와 O.C가 능동일 때 형태가 다른 동사를 고르시오.",다음 동사들 중,, O와 O.C가 능동일 때 형태가 다른 동사를 고르시오.,,watch,allow,ask,order,,,,,,,,,,,,,,,
Syntax Build-Up,21,21,,RT205,주어진 문장을 수동태로 바르게 바꾼 것을 고르시오 ,People were deelply moved by her story.,People deelply moved by her story.,People were deelply move by her story.,People was deelply moved by her story.,,,,,,,,Her story deeply moved people.,,,,,,,,,,,
Syntax Build-Up,21,21,,RT206,단어와 뜻이 올바르게 연결된 것을 고르시오,high - 높게,highly - 높이,deep - 깊게,deeply - 깊은,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,22,22,,RT209,주어진 문장을 수동태로 바르게 바꾼 것을 고르시오. ,The short boy was laughed at by most of the students.,The short boy were laughed at by most of the students.,The short boy laughed at by most of the students.,The short boy was laughed at most of the students.,,,,,,,,Most of the students laughed at the short boy.,,,,,,,,,,,
Syntax Build-Up,23,23,,RT220,다음 단어와 뜻이 바르게 연결된 것을 고르시오,employer - 고용인,interviewer - 면접보는 사람,employee - 고용인,interviewer - 면접받는 사람,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,23,23,,RT228,주어진 문장을 능동태로 바르게 바꾼 것을 고르시오 ,"The painting is called ""The Sounds of Silence.""","The painting called ""The Sounds of Silence.""","The painting is called by""The Sounds of Silence.""","The painting called it ""The Sounds of Silence.""",,,,,,,,"People call the painting ""The sounds of silence.”",,,,,,,,,,,
Syntax Build-Up,26,26,,RT254,동명사를 목적어로 취하는 동사가 아닌 동사를 고르시오,hope,stop,mind,enjoy,역변형,다음 중 'promise'의 목적어로 올 수 있는 형태로 알맞은 것을 고르시오.,,toⓥ,~ing(동명사),원형부정사,p.p(과거분사),,,,,,,,,,,,
Syntax Build-Up,28,28,,RT270,'어떻게~할지'로 올바른 것을 고르시오.,how toⓥ,whether toⓥ,what toⓥ,which toⓥ,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,28,28,,RT271,다음 중 'which toⓥ'의 해석으로 올바른 답을 고르시오.,어떤 것을 ~할지,무엇을 ~할지,어디에서 ~할지,어떻게~할지,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,28,28,,RT271,'무엇을 해야 할지'로 올바른 것을 고르시오.,what toⓥ,why toⓥ,which toⓥ,when toⓥ,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,28,28,,RT271,'해야할지 말아야할지'로 올바른 것을 고르시오.,whether toⓥ,what toⓥ,why toⓥ,which toⓥ,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,30,30,,RT291,'tens of thousnads of'의 해석으로 올바른 것을 고르시오.,수만의,수 십만의,수 백 만의,수 십 억의,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,30,30,,RT291,'billions of'의 해석으로 올바른 것을 고르시오.,수 십 억의,수 십만의,수 백 만의,수만의,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,31,31,,RT302,다음 감정동사의 단어와 뜻이 바르게 연결된 것을 고르시오.,disappointing - 실망스러운,satisfying - 만족한,amazed - 놀라운,satisfied-만족스러운,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,31,31,,RT309,lie '놓다'의 3단 변화로 바르게 연결된 것을 고르시오.,lie - lay - lain,lie - laid - laid,lie - lied - lied,lie - lay - laid,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,31,31,,RT309,lay '놓다'의 3단 변화로 바르게 연결된 것을 고르시오.,lay - laid - laid,lay - laid - lain,lay - lied - lied,lay - laid - lain,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,31,31,,RT309,found '설립하다'의 3단 변화로 바르게 연결된 것을 고르시오.,found - founded - founded,found - found - found,found - found - founded,found - founded - found,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,31,31,,RT309,find '찾다'의 3단 변화로 바르게 연결된 것을 고르시오.,find - found - found,find - founded - founded,find - found - founded,find - find - find,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,36,35,,RT351,전체 표현에 해당하지 않는 것을 고르시오,partly,necessarily,wholly,entirely,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,37,36,,RT360,'S가 V임이 밝혀지다'라고 해석하는 구문을 고르시오,It turns out that S V,It seems that S V,It happens that S V,It happens that S V,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,37,36,,RT362,'우연히 S가 V한다'라고 해석하는 구문을 고르시오.,It happens that S V,It turns out that S V,It seems that S V,It seems that S V,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,37,36,,RT365,'S는 V하는 것 같다'라고 해석하는 구문을 고르시오,It seems that S V,It happens that S V,It happens that S V,It turns out that S V,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,39,37,,RT384,'~를 떠올리다'의 알맞은 숙어를 고르시오,come up with,come on with,come to with,come down with,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,39,38,,RT385,다음 문장이 몇형식인지 고르시오 ,3형식,1형식,2형식,5형식,,,,,,,,People often buy things they don't really need.,,,,,,,,,,,
Syntax Build-Up,,,,RT386,'in which S V'와 같은 표현이 아닌 것을 고르시오,where S V in,where S V,that S V in,(생략) S V in,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,39,38,,RT387,다음 문장에 대한 설명으로 옳지 않은 것을 고르시오 ,which를 that으로 바꿀 수 있다,이 문장은 3형식이다,이 문장에서 which는 계속적 용법이다,계속적 용법의 문장은 2형식이다,,,,,,,,She is wearing a ring  which was a gift from her mother.,,,,,,,,,,,
Syntax Build-Up,39,38,,RT387,다음 문장에 대한 설명으로 옳은 것을 고르시오,which 대신에 that으로 바꿀 수 없다,이 문장은 2형식이다,Which~mother은 3형식이다,wearing은 동명사이다.,,,,,,,,She is wearing a ring  which was a gift from her mother.,,,,,,,,,,,
Syntax Build-Up,40,40,,RT393,성격이 다른 단어를 고르시오,because of,because,while,if,,,,,,,,,,,,,,,,,,,
Syntax Build-Up,40,40,,RT398,since 접속사와 같은 뜻의 접속사를 고르시오,because,if,when,while,,,,,,,,,,,,,,,,,,,
